title,published_date,content,url,crisis_annotation
Amazon says it is 'inappropriately' targeted by big tech legislation,"Published June 1, 2022","Dive Brief:Amazon lashed out at Congress and defended its business practices in ablog posttied to proposed legislation that aims to prevent abuses and reduce conflicts of interest among the largest platform companies, including Amazon, Google and Facebook.In the post, Brian Huseman, Amazon vice president of public policy, said that if turned into law it could force the company to allow other logistics providers to service Prime orders sold by third-party sellers.Huseman also complained that because the bill applies to those companies with market caps of more than half a trillion dollars, along with other criteria, it ""inappropriately"" is ""targeted at only one U.S. retailer — Amazon.""Dive Insight:Shifting attitudes around antitrust issues in both major U.S. political parties has been aheadache for Amazonthat has only grown with time and the company's size. The big tech legislation introduced in both theSenateandHouse of Representativesis just the latest potential salvo in various run-ins between the company and government.In Huseman's post, and in past statements by the company and executives, Amazon has maintained that its market should be viewed as the same as other mass merchants and retailers. Viewed by all the categories it sells in, the company that has long aimed to be the ""everything store"" has a relatively small share of the total retail market, of which e-commerce is still just a fraction. That also makes it, Huseman argued, different from the other tech companies targeted in the bill.""In reality, Amazon’s Consumer business (which this proposed legislation is largely aimed at) has much more in common with thousands of other retailers, like Walmart, Target, and Costco, all of which would be mysteriously excluded from the bill’s proposed regulations,"" Huseman wrote.In e-commerce and online marketplaces, Amazon's dominance is well-established and seemingly invincible despite the billions of dollars invested by Walmart, Target and other retailers. Amazon as a whole is set tocapture nearly 40% of the e-commerce marketin 2022, or $2 of every $5 spent, according to eMarketer. The next 14 largest digital retailers are left to divvy up another 31%, with the entire rest of the internet retailing universe making up the balance of share.According to Marketplace Pulse, Amazon’s third-party marketplace accounts for25% of all e-commercein the U.S. In terms of traffic,visits to Amazonwere nearly triple those of its next closest marketplace rival, eBay, and more than five times the visits to No. 3 Walmart, according to Statista data.Huseman also focused on the consumer benefits to Amazon's platform and operations. ""Prime is much more than a membership program — it’s become a service people love and rely on,"" Huseman wrote. Fulfillment by Amazon, the company's internal logistics service, allows its third-party sellers to offer products with Amazon's two-day delivery promise for Prime.""Sen. [Amy] Klobuchar’s vaguely worded bill would mandate that Amazon allow other logistics providers to fulfill Prime orders,"" Huseman wrote, adding that Amazon has tried to allow outside logistics providers to fulfill Prime orders but ""unfortunately, these providers were not able to consistently deliver in the timeframes Prime customers have come to expect.""The legislation under consideration follows a long investigation into Amazon and other dominant tech platforms, the resulting report of which accused Amazon ofexploiting seller dataand other abuses of its market power in online commerce.Earlier this year, the Housereferred Amazon to the Department of Justiceon allegations that executives lied about the company’s use of seller data and “manipulation of consumers’ search results” during the House investigation. Amazon said at the time there was no ""factual basis"" for the referral.",https://www.retaildive.com/news/amazon-antitrust-legislation-inappropriately-targets/624682/,False
Rent the Runway teams up with Amazon Fashion in quest for growth,"Published Jan. 12, 2023","Dive Brief:Rent the Runway is expanding its customer base through a new partnership with Amazon Fashion, where it has launched an online storefront.Amazon customers can purchase items from Rent the Runway’s designer exclusives as well as secondhand garments retired from its rental service, per an emailed press release.The online apparel rental service didn’t update its holiday guidance, per the release. Previously, the company said itexpects Q4 revenueto land between $72 million and $74 million, with adjusted EBITDA margin of 4% to 5%, and full year revenue between $293 million to $295 million, with adjusted EBITDA margin of 1%.Dive Insight:A partnership with Amazon Fashion is the latest move by Rent the Runway in its quest for growth and profitability.The company has forged a number of partnerships with retailers and even a hotel chain to ease pick up and drop off of rented items and to fuel sales. And it hastweaked its model numerous times, including switching up its subscription tiers and relaxing its requirements for secondhand purchases.""Collaborating with Amazon Fashion brings Rent the Runway incredible brand awareness,” Rent the Runway Co-Founder and CEOJennHymansaid in a statement. ""We believe strategic relationships like this can ignite a new engine of growth for our business.”In September Rent the Runwaylaid off about a quarterof its workforce and announced a new focus on profitability. The company remains in the red, though its Q3 net loss contracted to $36.1 million, from $87.8 million in the same period in 2021.As with Gap’sdecision last yearto sell through Amazon, the tie-up also expands Amazon’s apparel offer. The e-commerce giant remains one of the largest sellers of apparel in the U.S., but it hasn’t made a name for itself in higher fashion. The companyclosed nearly allits non-grocery physical stores last year, but openedtwo Amazon Stylelocations, tomixed reviews.“At Amazon Fashion, we continually expand our assortment through strategic relationships with brands to inspire and delight our customers,” Amazon Fashion PresidentMugeErdirikDogan said in a statement. “Rent the Runway’s collection continues to grow our offering in pre-loved and designer fashion.”",https://www.retaildive.com/news/rent-the-runway-amazon-fashion-growth/640254/,False
Amazon-powered c-store opens at Virginia college,"Published March 14, 2023","Dive Brief:A c-store using Amazon’s Just Walk Out technology opened on Friday at Marymount University in Arlington, Virginia, according to an emailed press release from Amazon.The location is the first university c-store in the U.S. to use Amazon’s frictionless checkout technology, joining companies likeStandard AIin updating on-campus retail locations.Amazon expanding its proprietary technology to U.S. retailers coincides with the company pulling back on its own retail operations, as the company recently revealed it’sshuttering eightof its Amazon Go c-stores at the end of March.Dive Insight:While Amazonsorts through various challengesamong its physical store operations, including its Fresh and Go brands, it’s continuing to roll out its Just Walk Out technology to new retail sites across the country.The technology allows customers to scan a credit card at the entrance, take what they want and walk out. The store’s sensors and computer vision track what each person takes or puts back and charges their card when they leave.The Marymout University c-store — known as Saints 24 — is open 24 hours, according to a university spokesperson. It sells a variety of items based on feedback from the university’s Student Government Association, including fresh-made sandwiches, wraps, salads, sushi, yogurt and ice cream, along with toiletries, feminine hygiene products and other non-food items.“Becoming the first university in the U.S. to collaborate with Amazon in incorporating its Just Walk Out technology at an on-campus convenience shop demonstrates how Marymount is leading the way in fostering an innovative and exciting student experience that appeals to the tech-savvy college students of today,”said Irma Becerra, president of Marymount University.Marymount’s Saints 24 store is located in the lobby of the university’s GerardPhelanHall. A grand opening is scheduled for April 20.In December, Community Groceries in Kansas Citybecame the first non-Amazon retailerto incorporate Just Walk Out technology. The store, which focuses on healthy foods and aims to serve underserved communities, also integrated Amazon One, the company’s palm-scanning identification technology, into its store operations.Experimentation with frictionless checkout technology continues across the convenience store industry. In addition to Standard AI, Choice Markets’Choice Nowtechnology runs its store on The University of Colorado Anschutz Medical Campus. Grabango has made multiple inroads into the sector, with its technology in Mapco, ExtraMile and Coen locations, among others.",https://www.retaildive.com/news/marymount-university-amazon-powered-c-store/644928/,False
Amazon expands ‘Buy with Prime’ to all US merchants,"Published Jan. 10, 2023","Dive Brief:Amazon willexpand “Buy with Prime” to all U.S. merchants by Jan. 31, allowing Prime members to shop on outside websites, using their saved checkout details and accessing Prime benefits like free delivery and returns. The optionlaunched in Aprillast year by invitation only.The e-commerce giant also launched Reviews from Amazon, enabling merchants to display ratings and reviews from Amazon customers on their own sites for no additional cost, per a company press release.Software-as-a-service e-commerce platform BigCommerce on Tuesday said it willintegrate the Buy with Prime appin the first quarter, allowing its merchants to add the option without coding.Dive Insight:As Amazonscales back its retail operationsto some extent, it’s looking outside for opportunities to expand.Clicking a button to “buy with Prime” theoretically expands the suite of perks and conveniences available to Prime members. But the e-commerce company is pitching the program to U.S. merchants, including those that don’t necessarily sell through the Amazon marketplace. On Tuesday Amazon said its Buy with Prime program “has been shown to increase shopper conversion by an average of 25%.”“We’ve been working closely with merchants since the launch of Buy with Prime and have been thrilled to hear the results it’s helped drive for them so far,” Peter Larsen, Amazon vice president of Buy with Prime, said in a statement. “We’ll continue innovating and investing in new features, such as Reviews from Amazon, to help merchants of all sizes succeed and give Prime members the shopping benefits they love, whether it’s on Amazon or beyond.”Despite the expansion announced Tuesday, Amazon likely understands that it could take a few years to know if it will scale, according to Rick Watson, founder and CEO of RMW Commerce Consulting.“At the end of the day, it's not going to be meaningful for some time, because this is such a small program,” Watson said by phone. “There's something like a thousand sellers every day that joined the Amazon marketplace last year. How many are going to join with Buy with Prime every day this year? Not nearly that many.”Like Amazon Pay, which has shown up as apayment optionon some websites for over a decade, the Buy with Prime button is something of a time saver for customers because their payment and shipping details are automatically available, but it’s “not terribly unique,” according to Watson.Moreover, even some of the merchants touted in Amazon’s press materials Tuesday don’t apply the Buy with Prime option to every product they sell, he said. That introduces pain points for customers, who want to easily see shipping options and costs.“If you look at the history of direct e-commerce, I don't think that's going to work at scale, and I think that will limit the success of the program,” he said. “And so, what percentage of merchants will let Buy with Prime have run of site? That is a question that they need to answer.”",https://www.retaildive.com/news/amazon-expands-buy-with-prime-us/640037/,False
Amazon expands email marketing tools for brands seeking new customers,"Published Sept. 16, 2022","Dive Brief:Amazon is enabling merchants to send email marketing messages to a wider swath of customers through a Tailored Audiences toolunveiled at its Accelerate conference.The idea is to help sellers reach loyal, high-spending and new shoppers beyond those that choose to follow their pages. The platform will help brands track email performance metrics such as click-through rates, delivery rates, opt-out rates, sales and conversions.Tailored Audiences is currently in beta but Amazon said the program, which is available at no cost through its Seller Central portal, will go wide to U.S. sellers early next year. Opening channels for sellers to market directly to customers comes as Amazon contends with cooling e-commerce growth and makes a bigger push into digital advertising.Dive Insight:Amazon is expanding email marketing capabilities for sellers to help them foster stronger loyalty and attract new shoppers into the fold. While Tailored Audiences won’t be widely available in the U.S. until next year, the beta comes as marketers lock in their holiday strategies, which could provide fertile testing ground ahead of the rollout. The tool was one of severalmarketing-related announcements made at Acceleratethis week.Consumers have previously been able to “follow” their preferred brands on Amazon to receive notifications about special deals and shopping eventsthrough a Brand Follow feature. Tailored Audiences lets sellers send similar email messages to a broader set of customers for the first time.The offering is a response to a desire expressed among brands to “increase customer lifetime value,” Amazon executives said. Amazon is expected to capture nearly40% of e-commerce sales in the U.S. this year, a double-edged sword for merchants that account for more than half of its physical product sales but need to stand out in a growing sea of goods.The platform haslong had a complicated relationship with sellers, and Tailored Audiences could be a way to win favor with the third parties that keep its e-commerce juggernaut chugging. It could alsofrustrate customers who don’t necessarily want emailspiling up in their inbox.Along with making the email marketing perk free, the e-commerce giant plans to roll out custom HTML content and more robust templates to help campaigns pop.“With these capabilities, Amazon is helping to put more control into the hands of brands around how they market to their customers,” said James Gossling, director of e-commerce at Sports Research, in a statement attached to the news. “These email marketing capabilities are exactly what we’re looking for to keep our customers coming back.”Amazon has recently introduced other ways for sellers to gussy up their presence on its site. The company pointed to a Premium A+ Content tool that allows merchants to integrate richer media modules, including video, image carousels and Q&As, into product pages. Brands using the feature have seen sales increase by up to 20%, according to Amazon.However, the broader e-commerce business is slowing following a frenzy earlier in the pandemic. Online retail sales at Amazondipped 4% year over year in the second quarter to $50.86 billion, the second straight quarter of declines. Meanwhile, ad sales have remained a strength and were up 18% over the year-ago period to $8.76 billion in Q2.",https://www.retaildive.com/news/amazon-email-marketing-merchants-ecommerce/632026/,True
Amazon cited for safety violations at 3 more warehouses,"Published Feb. 6, 2023","Dive Brief:Federal safety inspectors on Wednesdaycited Amazonon workplace violations forthe second timein less than a month, alleging the e-commerce giant failed to keep workers safe at three additional warehouses.The Occupational Safety and Health Administration said Amazon exposed workers to a high risk of low back injuries and other musculoskeletal disorders at warehouses in Aurora, Colorado; Nampa, Idaho; and Castleton, New York.Amazon faces $46,875 in proposed penalties. The company is also under investigation for similar violations at six other warehouses, and faces a proposed fine of $60,269.Dive Insight:Inspectors say warehouse workers were subjected to long hours and often had to twist or bend in awkward positions to lift items. A review of on-site injury logs confirmed workers experienced high rates of musculoskeletal disorders, OSHA said.""Amazon's operating methods are creating hazardous work conditions and processes, leading to serious worker injuries,"" explained Assistant Secretary for Occupational Safety and Health Doug Parker. ""They need to take these injuries seriously and implement a company-wide strategy to protect their employees from these well-known and preventable hazards.""Amazon intends to appeal the citations.Kelly Nantel, a spokesperson for the e-commerce giant, said that the company has reduced injury rates in the U.S. by nearly 15% between 2019 and 2021.“We take the safety and health of our employees very seriously, and we don’t believe the government’s allegations reflect the reality of safety at our sites,” she said in a statement to Supply Chain Dive.The investigation into the Aurora, Nampa and Castleton facilities began in August 2022, shortly after OSHA began inspecting six other warehouses for similar workplace injury violations. In December, the agency said it would fine Amazon nearly $30,000 for violations including failing to record, or in some cases misclassifying, injuries and illnesses.Musculoskeletal disorders are some of the most common workplace injuries across industries. A report published from acoalition of labor unionslast spring analyzed OSHA data and found that the injury rate at Amazon warehouses was twice that of non-Amazon warehouses.Last June, Amazon signed on to a National Safety Council pledge to reduce musculoskeletal disorder injuries25% by 2025. The company announced a$300 million investment in 2021to fund safety projects aimed at cutting the number of all recordable injuries in half, also by 2025.Notably, Amazon has invested heavily inwarehouse robotsmeant to ease some of the physical burden on employees. In a blog post, the e-commerce giant also said it istesting techin certain facilities across the globe to improve safety and better track injuries when they happen.",https://www.retaildive.com/news/amazon-osha-workplace-violation-labor-warehouse/642042/,False
"Amazon launches same-day delivery for Pacsun, GNC and other retailers","Published Aug. 1, 2022","Dive Brief:Amazon is expanding its Prime benefits and its services to other retailers withsame-day delivery for customersof Pacsun, GNC, SuperDry and Diesel, the e-commerce giant announced on Monday. Sur La Table and 100% Pure will be added in the coming months.The service is available in select zip codes in more than 10 metro areas, including Atlanta, Chicago, Dallas, Las Vegas, Miami, Phoenix and Seattle, as well as Scottsdale, Arizona and Washington, D.C., and that will also expand in coming months, according to a company blog post.The option is limited to select items and is free to Prime members as long as they spend at least $25; for orders below $25 the service costs $2.99. Some stores will also offer in-store pickup, Amazon said.Dive Insight:Amazon may havestopped runningnearly all of its own specialty or mall-based stores, but it appears to see potential in stores run by other retailers. Earlier this year the company closed all of its bookstores, 4-Star stores and pop-ups, leaving only its grocery stores, convenience stores and an apparel store.Expanding Amazon’s same-day delivery service to include other brands is a way to offer Amazon customers “greater selection, at faster speeds,"" Sarah Mathew, director of Amazon Delivery Experience, said in a statement.Its recenttie-up with GrubHubis a further indication of the company’s interest in speedy, last-mile delivery.Monday’s agreement with Pacsun, GNC and others is also the latest example of Amazon’s evolution into less of a retailer and more of a provider of services, including cloud computing, fulfillment and other logistics, and advertising. In its most recent quarter, Amazon saw revenue growth in those areas, while itsonline retail sales fellfor the second straight quarter.Amazon has previously partnered with other retailers’ brick-and-mortar stores. For a few years now, for example, Kohl’s has taken Amazon returns at all of its brick-and-mortar stores, which the department store has said helps drive footfall.Brands have taken different approaches to partnering with Amazon, with some avoiding it in order to maintain control of their own marketing, data and merchandising, and others seeing it as a way to connect with Amazon’s vast customer base. For Pacsun, which already runsan online Amazon storefront, the new Prime delivery option “is one more way for us to offer our customers the styles they want and love, when they want them,” Mimi Ruiz, Pacsun vice president of e-commerce, said in a statement.",https://www.retaildive.com/news/amazon-launches-same-day-delivery-retailers/628533/,False
Amazon tests new robotic system to improve warehouse efficiency,"Published Nov. 16, 2022","Dive Brief:Amazon is testing a new robotic system that can detect, select and handle individual products, the first time a robot has that capability in its warehouses, the companysaid last week.The system, named Sparrow, can handle millions of diverse products by tapping into computer vision and artificial intelligence, according to Amazon. It moves items prior to packaging, relieving employees of repetitive tasks.Sparrow is currently in the research and development phase, and the company is weighing several factors before deploying it at scale, spokesperson Xavier Van Chau said in an email.Dive Insight:Amazon workers picked, stowed or packed more than 13 million packages per day last year. With Sparrow, Amazon aims to make the fulfillment process more efficient through automation.Maximizing such efficiencies is particularly important after the company overextended its fulfillment network and becameweighed down with added costs.""Robotics technology enables us to work smarter, not harder, to operate efficiently and safely,"" Amazon said in its announcement of Sparrow.The company prioritized automation well before its more recent issues, however. The acquisition of Kiva Systems in 2012 kickstarted a larger robotics presence within its facilities to help handle waves of customer orders.As of June, the company had more than 520,000 robotic drive units and more than a dozen types of robotic systems in its facilities.“We have millions of products of all shapes and sizes in our inventory, and we recognized the opportunity to invent new technology that could help handle them at Amazon’s scale,” Amazon said.Sparrow is expected to complement the other machines in the company's network. Once items are handled by Sparrow and then packaged, existing robotic arms likeRobinandCardinalcan redirect them within the warehouse ahead of delivery.Robotic parcel sorters have been an investment area for companies beyond Amazon. FedEx Express usesrobotic armsat its World Hub in Memphis, Tennessee to handle small packages and letters. DHL's e-commerce division has seen improved throughput following the installation ofDoraSorter robotic systemsat an Atlanta distribution center.",https://www.retaildive.com/news/amazon-deploys-automated-warehouse-robot-sparrow/636607/,False
Amazon rolls out Venmo payment option,"Published Oct. 25, 2022","Dive Brief:Delivering on itspromise from lastNovember, Amazon announced on Tuesday that it will startaccepting Venmo— a peer-to-peer digital wallet app — as a payment method for U.S. customers, according to a company press release.Available through Amazon’s website and mobile app, the payment choice is starting to roll out to select customers and will be available to all U.S. shoppers by Black Friday, per the release.Customers will be able to select Venmo as an option through their Amazon account, allowing them to use it during checkout and make it their default payment method.Dive Insight:Amazon’s new payment method — which was first teased in an announcement from Venmo owner PayPal last year — adds another way to shop for holiday gifts this season.“We want to offer customers payment options that are convenient, easy to use, and secure — and there’s no better time for that than the busy holiday season. Whether it’s paying with cash, buying now and paying later, or now paying via Venmo, our goal is to meet the needs and preferences of every Amazon customer,” Max Bardon, vice president of Amazon Worldwide Payments, said in a statement. “We’re excited to continue to offer customers even more options when it comes to how and when they want to pay for their order.”The retailer noted in its announcement that the transactions with Venmo are “protected by the back-end technology Amazon has built, as well as Amazon’s A-to-z Guarantee. In addition, Venmo Purchase Protection also applies to eligible purchases.”In June, Venmo's parent company PayPal washit with a lawsuitalleging Venmo posed “huge, undisclosed security risks” to users and does not reimburse those who are victims of fraud. At the time of the allegations, PayPal said the company was ""reviewing the complaint."" PayPal did not immediately respond with additional comment.Ahead of Amazon’s third-quarter earnings report on Thursday, severalanalysts lowered salesand profit targets for the company. Heightened expenses and inflationary pressures were cited as reasoning, along withless-than-ideal resultsfrom its Prime Day sales events.",https://www.retaildive.com/news/amazon-accepts-venmo-payment-holidays/634873/,True
Amazon introduces a new wallet for sellers,"Published July 26, 2022","Dive Brief:Amazon said it’s rolling out a new digital wallet service for the “sellers” that offer goods and services on its digital marketplace. The retail giantsaid in an online postthat the new wallet service will bring sellers a convenient way to hold proceeds from their sales or transfer it to their bank accounts.The new service is free, other than currency conversion and international transfer fees when money is passed between countries, the July 25 Amazon post said.“Over the next few months, Amazon will roll out a new tool called Amazon Seller Wallet to simplify the global Amazon selling experience,” the company said in the post. “This early stage solution gives sellers an easy, hassle-free way to hold, view, and transfer Amazon store proceeds directly to their bank account on their schedule.”Dive Insight:The new Amazon wallet service is currently available only to a select group of the company’s small business sellers, some of whom have been trying it in recent weeks, according to the post. Amazon Spokesperson Alyssa Bronikowski declined to say how many sellers or which ones are currently using the service.Amazon’s new offering is an “optional tool designed to give selling partners more control over how much and when to convert their funds in order to help them grow their business operations globally,” Bronikowski said by email.Fintechsand legacy payments companies alike have been racing to offer consumers a portfolio of financial services through smartphone apps. PayPal, Square parent Block and Google are among the companies that are competing to draw users to their Swiss army knife of financial tools like digital wallets.Seattle-based Amazon already has been providing its sellers with other payments and financing tools, including business loans; American Express and Visa credit cards, with loyalty program rewards; and currency converter options for sending money worldwide.A Canadian seller quoted in Amazon’s wallet announcement said that he had been using the new service for “the past few weeks” so apparently it isn’t brand new this week. Bronikowski declined to say exactly when it started.Separately, the online retailer also accepts digital wallet payments from consumers, including Apple Pay,Mastercard’sMasterpassand Visa Checkout, thecompany says on its site.",https://www.retaildive.com/news/amazon-payments-digital-wallet-for-sellers-apps/628113/,False
Amazon launches 2-hour delivery from select Rite Aid stores,"Published March 23, 2023","Dive Brief:Amazon is providing two-hour delivery from Rite Aid stores in select ZIP codes in Newark, New Jersey, and Burbank, California, the company said in an emailed announcement last week.The service is available for Amazon Prime members living within the greater Newark and Burbank areas. It gives customers access to products in categories such as health and personal care, grocery essentials and cosmetics, but it doesn't offer delivery for prescriptions and pharmaceuticals.""We’re consistently looking for ways to offer more choice, flexibility, and value for Prime members so we look forward to expanding our two-hour delivery window offering to more Rite Aid locations in the future,"" an Amazon spokesperson said in a statement.Dive Insight:Rite Aid is a sizable addition to the roster of chain stores Amazon offers quick delivery from. The company hasmore than 2,200 stores in 17 states, giving Amazon the potential to offer Prime members scattered across the country access to two-hour delivery from the chain as the number of locations grows.While the team-up with Rite Aid bolsters Amazon's various perks for Prime members, it also helps the company make the most of its sizable last-mile network, said Dean Maciuba, managing partner USA for Crossroads Parcel Consulting,in a LinkedIn post.""This is another example of Amazon acting as a pure Pickup and Delivery service for 3rd party shippers and gets them one step closer to being a direct competitor to UPS and FedEx,"" Maciuba said. ""This is also an example of Amazon leveraging the capabilities of their on-demand, same-day, Flex delivery network.""Amazon also offers two-hour delivery from retailers such as Bartell Drugs, Cardenas Markets and Save Mart in select cities for Prime members. Unlike Rite Aid, many of the companies Amazon provides two-hour delivery from have footprints concentrated on the West Coast, such as California chains Bristol Farms and Pet Food Express.Amazon's quick delivery services aren't limited to two-hour windows. The company last yearlaunched same-day deliveryfor Prime members ordering from retailers such as Pacsun and GNC in certain markets.",https://www.retaildive.com/news/amazon-prime-rite-aid-two-hour-delivery/645810/,False
Amazon CEO signals more layoffs to come in 2023,"Published Nov. 18, 2022","After confirming layoffs across wide swaths of its business this week, Amazon’s chief executive told employees thatmore cuts are to come.“Our annual planning process extends into the new year, which means there will be more role reductions as leaders continue to make adjustments,” Amazon CEO Andy Jassy said in a memo Thursday that the company posted to its corporate website.This year’s annual operational review, Jassy said, has been “more difficult due to the fact that the economy remains in a challenging spot and we’ve hired rapidly the last several years.”Jassy added that management hadn’t decided yet how many more jobs would be cut. The company plans to begin notifying impacted employees and units early in 2023.The chief did note that there will be job reductions in Amazon’s stores and PXT (People, Experience and Technology) organizations.Amazon’s PXT unit already went through some reductions this week with voluntary offers made to some employees, per the memo.Amazon’s confirmation of job cuts Thursdayfollowed reportsin The New York Times and other media that the e-commerce giant planned to lay off as many as 10,000 employees, including in its retail operations, device and human resources teams.“Amazon has weathered uncertainty and difficult economies in the past, and we will continue to do so,” Jassy said Friday.He also said that “[w]e have big opportunities ahead,” and cited specifically “established” units like stores, advertising and its cloud services, as well as “newer initiatives” in its Prime Video, Alexa, Kuiper, Zoox and healthcare businesses.",https://www.retaildive.com/news/amazon-ceo-more-layoffs/636934/,False
Amazon ends field tests for delivery bot Scout,"Published Oct. 7, 2022","Amazon is ending its field tests of autonomous delivery robot Scout. The company is ""reorienting the program"" after certain aspects failed to meet customer needs, according to a spokesperson.Scout's first tests involved making deliveries in a Washington state neighborhoodin January 2019. Testing for the cooler-sized, sidewalk-roaming robot later expanded to Atlanta, Georgia; Irvine, California; and Franklin, Tennessee.Customers ordered items as they normally would, and their packages were either delivered by Scout — dispatched from rented space at local businesses — or an Amazon partner carrier.The bot's development ""is an ongoing collaboration with customers, who are helping us refine various aspects of the service,"" according toa June poston Amazon’s website.“During our limited field test for Scout, we worked to create a unique delivery experience, but learned through feedback that there were aspects of the program that weren’t meeting customers’ needs,"" Amazon spokesperson Alisa Carroll said in a statement to sister publication Supply Chain Dive. ""As a result, we are ending our field tests and reorienting the program. We are working with employees during this transition, matching them to open roles that best fit their experience and skills.”About 400 people were working on Scout globally,according to Bloomberg, which first reported on the field tests ending.",https://www.retaildive.com/news/amazon-ends-field-tests-autonomous-delivery-robot-scout-last-mile/633616/,False
Amazon opens big and bulky fulfillment center near Kansas City,"Published April 20, 2023","Amazon opened a one-million-square-foot fulfillment center in the Kansas City metro area dedicated to handling furniture, sporting equipment and other oversized products.The facility in Liberty, Missouri, is already operational with 150 employees, according to a release sent to Supply Chain Dive. Amazon hopes to ultimately employ 500 at the center to maximize the facility’s capacity.“It’s a privilege to further our investment in Liberty to meet the growing customer demand for larger items in the Kansas City metro, while also creating career opportunities for the community,” said Site Leader Jyoti Sharma.The big-and-bulky facility typically handles items longer than 96 inches or greater than 50 pounds, such as furniture, TVs and exercise equipment.An Amazon spokesperson told Supply Chain Dive that the e-commerce giant operates dozens of delivery stations and fulfillment centers dedicated to “extra large” items. In 2017,Amazon transportedits first shipment from its warehouse in Livonia, Michigan, which specializes in oversized items.The new facility comes as Amazon shifts to aregional fulfillment modelto cut costs and remove complexities associated with operating a national network. The company recently overhauled its inventory placement strategy to position goods closer to end customers.Other companies includingInstacartandMaerskhave also launched big-and-bulky services as a way to expand their operations.",https://www.retaildive.com/news/Amazon-big-bulky-fulfillment-center-for-oversized-items/648082/,False
Amazon unveils first fully autonomous mobile robot,"Published June 28, 2022","Dive Brief:Amazon last week unveiled its first fully autonomous mobile robot, named Proteus, which will lift and move package-carrying carts through its facilities.Proteus will first be deployed in outbound handling areas for GoCarts — non-automated, wheeled transports used to move packages — in fulfillment centers and sort centers,according to a company blog post. It autonomously moves in facilities and around employees via technology Amazon developed.""Our vision is to automate GoCart handling throughout the network, which will help reduce the need for people to manually move heavy objects through our facility and instead let them focus on more rewarding work,"" reads Amazon's blog post.Dive Insight:The presence of robots in Amazon's massive fulfillment network has grown rapidly since 2012, when the company acquired Kiva Systems and began using robotics in its facilities.Three years ago, Amazon already had more than 200,000 robotic drive units deployed. Today, it's more than 520,000, and the company counts more than a dozen types of robotic systems in its facilities.Amazon's continued push to invest in robotics comes as the company has suddenly found itselfoverstaffedat its facilities after years of rapid expansion to keep up with the e-commerce boom. It's also facedunion drivesandcontinued complaintsover itswarehouse safety record.Amazon's recordable incident rates were higher than average compared to warehouse peers, CEO Andy Jassy disclosed in his2021 Letter to Shareholders, citing U.S. public numbers.""At our scale (we hired over 300,000 people in 2021 alone, many of whom were new to this sort of work and needed training), it takes rigorous analysis, thoughtful problem-solving, and a willingness to invent to get to where you want,"" Jassy wrote.Amazon has touted the robots it deploys for their ability toease the physical burden on employees. Other companies from a variety of sectors are alsoinvesting more in roboticsto meet higher demand and to maximize employee productivity in a challenging labor environment.Beyond Proteus, Amazon detailed other recent robotics innovations in its blog post:Cardinal:A ""robotic workcell"" that selects, lifts and reads the label of a specific package out of a pile. It then places the selected package in a GoCart. This converts batch-based manual work into continuous, automated work. Amazon is testing a prototype to handle packages up to 50 pounds, and it expects to deploy it in fulfillment centers next year.Amazon Robotics Identification (AR ID):An AI-powered scanning capability that uses a camera system to remove the manual scanning process. Scanning at Amazon fulfillment centers is currently done manually.Containerized Storage System:A system that can find a container with a needed product, figure out how to move it to the employee and pick up the container once the employee has retrieved the product. This cuts down on the need for employees to reach, bend or climb to retrieve items.While Amazon has deployed a variety of robots throughout its supply chain, Proteus stands out for its ability to navigate unrestricted areas employees are present in.""Historically, it’s been difficult to safely incorporate robotics in the same physical space as people,"" reads Amazon's blog post. ""We believe Proteus will change that while remaining smart, safe, and collaborative.""",https://www.retaildive.com/news/amazon-unveils-first-fully-autonomous-mobile-robot-proteus-warehouse/626218/,False
